original_order,learning_order,greek,headword,translation,greeklex_rank,lemma_freq,word_freq,zipf_freq,pos,matched_word,match_type,duplicate_of
796,209,χάνω,χάνω,"терять, упускать",246,433.6,2.7,3.435,verb,χάνω,exact,
31,210,η κατάσταση,κατάσταση,"ситуация, состояние",250,429.0,314.7,5.498,noun,κατάσταση,exact,
484,211,τρίτος,τρίτος,третий,252,427.2,25.2,4.402,quant,τρίτος,exact,
289,212,ο τύπος,τύπος,тип,263,416.7,56.7,4.753,noun,τύπος,exact,
371,213,γνωστός,γνωστός,"знакомый, известный",265,415.6,34.1,4.533,adj,γνωστός,exact,
770,214,συνεχίζω,συνεχίζω,продолжать,267,413.5,3.2,3.506,verb,συνεχίζω,exact,
505,215,ψηλός,ψηλός,высокий,278,393.1,5.4,3.734,adj,ψηλός,exact,
174,216,η περίοδος,περίοδος,"период, время",279,391.9,41.2,4.615,noun,περίοδος,exact,
38,217,το κέντρο,κέντρο,центр,281,386.6,200.5,5.302,noun,κέντρο,exact,
553,218,περίπου,περίπου,"примерно, около",285,384.0,384.0,5.584,adv,περίπου,exact,
184,219,η πληροφορία,πληροφορία,информация,286,383.4,33.8,4.529,noun,πληροφορία,exact,
599,220,αφήνω,αφήνω,"оставляю, позволяю",287,382.7,4.6,3.664,verb,αφήνω,exact,
256,221,το σχέδιο,σχέδιο,"план, проект",288,381.7,179.5,5.254,noun,σχέδιο,exact,
750,222,σημειώνω,σημειώνω,отмечать,290,379.6,3.7,3.57,verb,σημειώνω,exact,
250,223,ο συνάδελφος,συνάδελφος,коллега,293,377.3,28.4,4.453,noun,συνάδελφος,exact,
297,224,η υπόθεση,υπόθεση,"дело, случай, вопрос",294,377.0,217.7,5.338,noun,υπόθεση,exact,
385,225,δυνατός,δυνατός,"сильный, громкий",296,374.3,11.0,4.042,adj,δυνατός,exact,
276,226,το τμήμα,τμήμα,"отдел, факультет",300,368.8,194.5,5.289,noun,τμήμα,exact,
212,227,ο ρόλος,ρόλος,роль,303,368.0,56.6,4.753,noun,ρόλος,exact,
792,228,φτάνω,φτάνω,"приходить, прибывать",307,364.3,1.0,3.009,verb,φτάνω,exact,
762,229,συζητώ,συζητώ,"обсуждать, разговаривать",308,361.4,0.7,2.859,verb,συζητάω,verb_alt,
397,230,επόμενος,επόμενος,следующий,312,350.7,8.2,3.915,adj,επόμενος,exact,
576,231,ακολουθώ,ακολουθώ,следовать,313,350.2,1.3,3.12,verb,ακολουθώ,exact,
591,232,αποφασίζω,αποφασίζω,решать,314,350.2,1.1,3.052,verb,αποφασίζω,exact,
529,233,ίσως,ίσως,"возможно, может быть",317,348.2,348.2,5.542,adv,ίσως,exact,
355,234,αρκετός,αρκετός,достаточный,318,347.8,3.9,3.592,adj,αρκετός,exact,
19,235,η ιστορία,ιστορία,история,320,343.3,246.3,5.391,noun,ιστορία,exact,
379,236,διαφορετικός,διαφορετικός,"разный, различный",325,338.6,6.5,3.815,adj,διαφορετικός,exact,
204,237,το πρόσωπο,πρόσωπο,лицо,326,338.4,131.1,5.117,noun,πρόσωπο,exact,
109,238,ο μουσικός,μουσικός,музыкант,328,337.4,8.0,3.904,noun,μουσικός,exact,
601,239,βάζω,βάζω,"класть, ставить",330,332.9,6.0,3.779,verb,βάζω,exact,
736,240,προσθέτω,προσθέτω,"добавлять, прибавлять",333,328.2,1.4,3.154,verb,προσθέτω,exact,
260,241,η ταινία,ταινία,фильм,334,327.4,173.4,5.239,noun,ταινία,exact,
739,242,προσπαθώ,προσπαθώ,"пытаться, стараться",338,323.8,11.8,4.073,verb,προσπαθώ,exact,
200,243,το προϊόν,προϊόν,"продукт, товар",343,322.7,60.2,4.779,noun,προϊόν,exact,
78,244,η λύση,λύση,решение,349,317.8,206.3,5.314,noun,λύση,exact,
440,245,μερικός,μερικός,"некоторый, несколько",353,316.7,0.6,2.79,adj,μερικός,exact,
249,246,η συμφωνία,συμφωνία,"согласие, договор",354,316.5,172.6,5.237,noun,συμφωνία,exact,
742,247,προχωρώ,προχωρώ,"идти вперёд, продвигаться",356,315.5,1.6,3.208,verb,προχωρώ,exact,
380,248,διάφορος,διάφορος,"разный, различный",361,311.9,0.1,2.106,adj,διάφορος,exact,
578,249,αλλάζω,αλλάζω,"меняю, изменяю",364,310.6,1.4,3.154,verb,αλλάζω,exact,
678,250,λειτουργώ,λειτουργώ,"работаю, функционирую",366,309.8,0.9,2.961,verb,λειτουργώ,exact,
696,251,νομίζω,νομίζω,"думать, считать",368,308.3,224.0,5.35,verb,νομίζω,exact,
354,252,αργός,αργός,медленный,371,307.6,2.9,3.464,adj,αργός,exact,
635,253,εκφράζω,εκφράζω,выражать,378,301.0,3.8,3.583,verb,εκφράζω,exact,
150,254,το παιχνίδι,παιχνίδι,"игра, игрушка",386,297.7,193.7,5.287,noun,παιχνίδι,exact,
617,255,δέχομαι,δέχομαι,"принимать, соглашаться",393,293.6,10.3,4.013,verb,δέχομαι,exact,
468,256,προηγούμενος,προηγούμενος,предыдущий,395,291.1,3.7,3.57,adj,προηγούμενος,exact,
171,257,το περιβάλλον,περιβάλλον,"окружающая среда, среда",405,280.8,139.5,5.144,noun,περιβάλλον,exact,
292,258,η υγεία,υγεία,здоровье,406,280.5,67.0,4.826,noun,υγεία,exact,
449,259,ξένος,ξένος,"чужой, иностранный",412,277.7,12.1,4.083,adj,ξένος,exact,
253,260,η συνέχεια,συνέχεια,"продолжение, постоянно",419,273.9,266.9,5.426,noun,συνέχεια,exact,
353,261,απλός,απλός,простой,423,272.3,16.3,4.212,adj,απλός,exact,
659,262,καλώ,καλώ,"звать, приглашать",425,271.8,5.4,3.734,verb,καλώ,exact,
322,263,το χέρι,χέρι,рука,427,271.4,105.2,5.022,noun,χέρι,exact,
650,264,ζω,ζω,жить,434,269.0,8.3,3.92,noun,ζω,exact,
673,265,κρατάω,κρατάω,"держать, хранить",435,268.2,2.2,3.344,verb,κρατώ,verb_alt,
108,266,η μουσική,μουσική,музыка,440,264.9,156.5,5.194,noun,μουσική,exact,
262,267,η τάξη,τάξη,"класс, порядок",441,263.8,74.1,4.87,noun,τάξη,exact,
740,268,προσφέρω,προσφέρω,"предлагать, предоставлять",456,257.1,3.1,3.495,verb,προσφέρω,exact,
704,269,ολοκληρώνω,ολοκληρώνω,"завершать, заканчивать",459,256.7,1.6,3.208,verb,ολοκληρώνω,exact,
23,270,ο καιρός,καιρός,"погода, время",470,251.9,37.3,4.572,noun,καιρός,exact,
43,271,η κίνηση,κίνηση,движение,471,251.8,122.8,5.089,noun,κίνηση,exact,
543,272,μόλις,μόλις,"только что, едва",473,251.1,251.1,5.4,adv,μόλις,exact,
393,273,ενδιαφέρον,ενδιαφέρον,интересный,487,245.9,191.0,5.281,noun,ενδιαφέρον,exact,
64,274,η κυρία,κυρία,"госпожа, женщина",489,245.5,134.9,5.13,noun,κυρία,exact,
666,275,κλείνω,κλείνω,закрывать,496,243.7,6.3,3.8,verb,κλείνω,exact,
665,276,κερδίζω,κερδίζω,"выигрывать, зарабатывать",498,242.5,0.8,2.919,verb,κερδίζω,exact,
157,277,η παράγραφος,παράγραφος,абзац,501,242.0,98.8,4.995,noun,παράγραφος,exact,
275,278,ο τίτλος,τίτλος,"заголовок, титул",505,240.2,37.8,4.577,noun,τίτλος,exact,
766,279,συμφωνώ,συμφωνώ,соглашаться,515,237.2,20.5,4.312,verb,συμφωνώ,exact,
515,280,γύρω,γύρω,вокруг,518,235.9,235.9,5.372,adv,γύρω,exact,
54,281,το κόστος,κόστος,стоимость,522,234.1,168.0,5.225,noun,κόστος,exact,
432,282,λεπτός,λεπτός,"тонкий, худой",524,233.1,1.1,3.052,adj,λεπτός,exact,
251,283,η συνάντηση,συνάντηση,встреча,525,232.7,155.6,5.192,noun,συνάντηση,exact,
583,284,ανοίγω,ανοίγω,открывать,526,232.5,2.3,3.365,verb,ανοίγω,exact,
121,285,η νίκη,νίκη,победа,529,231.7,174.7,5.242,noun,νίκη,exact,
201,286,η προστασία,προστασία,защита,540,227.6,128.5,5.109,noun,προστασία,exact,
389,287,εκπαιδευτικός,εκπαιδευτικός,"образовательный, учебный",542,225.7,7.8,3.893,noun,εκπαιδευτικός,exact,
270,288,η τέχνη,τέχνη,искусство,545,224.7,71.2,4.852,noun,τέχνη,exact,
768,289,συναντώ,συναντώ,"встречать, встретить",546,224.3,1.0,3.009,verb,συναντώ,exact,
294,290,ο υπάλληλος,υπάλληλος,"сотрудник, служащий",547,223.3,28.3,4.452,noun,υπάλληλος,exact,
638,291,εξετάζω,εξετάζω,"осматривать, обследовать",549,222.6,0.6,2.79,verb,εξετάζω,exact,
143,292,το όνομα,όνομα,имя,563,218.7,133.2,5.124,noun,όνομα,exact,
721,293,πέφτω,πέφτω,падать,569,216.3,1.3,3.12,verb,πέφτω,exact,
37,294,το κείμενο,κείμενο,текст,570,216.2,109.4,5.039,noun,κείμενο,exact,
70,295,το λεπτό,λεπτό,минута,572,215.2,52.5,4.72,noun,λεπτό,exact,
151,296,το πανεπιστήμιο,πανεπιστήμιο,университет,574,214.9,78.0,4.892,noun,πανεπιστήμιο,exact,
96,297,η μεταφορά,μεταφορά,"перевозка, транспорт",578,213.0,73.0,4.863,noun,μεταφορά,exact,
390,298,ελεύθερος,ελεύθερος,свободный,579,212.9,21.7,4.336,adj,ελεύθερος,exact,
427,299,κοντός,κοντός,"короткий, низкий",585,210.7,4.0,3.604,noun,κοντός,exact,
482,300,τέταρτος,τέταρτος,четвёртый,586,209.7,6.7,3.827,quant,τέταρτος,exact,
22,301,ο καθηγητής,καθηγητής,преподаватель,592,208.0,81.5,4.911,noun,καθηγητής,exact,
764,302,συμμετέχω,συμμετέχω,участвовать,601,204.9,1.9,3.282,verb,συμμετέχω,exact,
509,303,αμέσως,αμέσως,"сразу, немедленно",603,204.8,204.8,5.311,adv,αμέσως,exact,
663,304,καταφέρνω,καταφέρνω,"удаваться, справляться",610,203.5,0.9,2.961,verb,καταφέρνω,exact,
499,305,χαμηλός,χαμηλός,низкий,620,199.0,3.2,3.506,adj,χαμηλός,exact,
83,306,ο μαθητής,μαθητής,ученик,628,197.3,15.2,4.182,noun,μαθητής,exact,
144,307,το όργανο,όργανο,музыкальный инструмент,630,196.4,54.0,4.732,noun,όργανο,exact,
706,308,οργανώνω,οργανώνω,организовывать,631,196.3,0.2,2.327,verb,οργανώνω,exact,
758,309,στέλνω,στέλνω,"отправлять, посылать",640,193.6,1.6,3.208,verb,στέλνω,exact,
319,310,ο χαρακτήρας,χαρακτήρας,характер,641,193.4,23.1,4.364,noun,χαρακτήρας,exact,
195,311,η πραγματικότητα,πραγματικότητα,"реальность, действительность",642,193.2,162.7,5.211,noun,πραγματικότητα,exact,
604,312,βγάζω,βγάζω,"вынимаю, снимаю, зарабатываю",657,187.7,3.0,3.48,verb,βγάζω,exact,
6,313,το θέατρο,θέατρο,театр,660,187.2,127.8,5.106,noun,θέατρο,exact,
277,314,ο τόπος,τόπος,место,682,182.5,34.1,4.533,noun,τόπος,exact,
120,315,το νησί,νησί,остров,689,180.3,63.3,4.801,noun,νησί,exact,
641,316,επιλέγω,επιλέγω,выбирать,690,179.6,1.4,3.154,verb,επιλέγω,exact,
639,317,εξηγώ,εξηγώ,объяснять,695,178.4,1.2,3.083,verb,εξηγώ,exact,
127,318,το νοσοκομείο,νοσοκομείο,больница,701,177.0,75.8,4.88,noun,νοσοκομείο,exact,
293,319,το υλικό,υλικό,материал,704,176.2,72.7,4.861,noun,υλικό,exact,
414,320,ιστορικός,ιστορικός,исторический,709,175.7,10.8,4.034,noun,ιστορικός,exact,
712,321,παρακολουθώ,παρακολουθώ,"следить, посещать, смотреть",721,173.0,5.0,3.7,verb,παρακολουθώ,exact,
15,322,η ιδέα,ιδέα,идея,726,171.6,93.7,4.971,noun,ιδέα,exact,
415,323,καθαρός,καθαρός,чистый,727,171.4,4.6,3.664,adj,καθαρός,exact,
477,324,συχνός,συχνός,частый,732,171.0,0.4,2.628,adj,συχνός,exact,
643,325,επιστρέφω,επιστρέφω,возвращаться,734,170.8,1.3,3.12,verb,επιστρέφω,exact,
349,326,ανοιχτός,ανοιχτός,открытый,738,170.0,5.1,3.709,adj,ανοιχτός,exact,
17,327,ο ιούνιος,ιούνιος,июнь,759,165.0,4.0,3.604,noun,ιούνιος,exact,
460,328,πέμπτος,πέμπτος,пятый,764,162.4,2.9,3.464,adj,πέμπτος,exact,
223,329,ο σεπτέμβριος,σεπτέμβριος,сентябрь,765,162.4,3.7,3.57,noun,σεπτέμβριος,exact,
135,330,η οδηγία,οδηγία,"инструкция, указание",769,161.8,60.2,4.779,noun,οδηγία,exact,
487,331,υπεύθυνος,υπεύθυνος,ответственный,777,159.0,34.6,4.539,adj,υπεύθυνος,exact,
396,332,επαγγελματικός,επαγγελματικός,профессиональный,781,158.4,2.2,3.344,adj,επαγγελματικός,exact,
261,333,το ταμείο,ταμείο,касса,782,157.8,54.2,4.734,noun,ταμείο,exact,
373,334,γρήγορος,γρήγορος,быстрый,786,157.4,5.3,3.725,adj,γρήγορος,exact,
644,335,επιτυγχάνω,επιτυγχάνω,"достигать, добиваться успеха",798,155.7,0.0,1.327,verb,επιτυγχάνω,exact,
557,336,πόσο,πόσο,сколько,804,154.7,154.7,5.189,adv,πόσο,exact,
89,337,το μάτι,μάτι,глаз,805,154.4,35.9,4.555,noun,μάτι,exact,
84,338,ο Μάιος,Μάιος,май,812,152.7,3.8,3.583,noun,μάιος,exact,
5,339,ο θάνατος,θάνατος,смерть,833,148.9,25.8,4.412,noun,θάνατος,exact,
137,340,η οδός,οδός,улица,834,148.8,17.3,4.238,noun,οδός,exact,
65,341,η κυριακή,κυριακή,воскресенье,835,148.8,116.2,5.065,noun,κυριακή,exact,
779,342,τοποθετώ,τοποθετώ,"размещать, ставить, класть",836,148.8,0.7,2.859,verb,τοποθετώ,exact,
475,343,σύντομος,σύντομος,"короткий, краткий",847,146.0,3.5,3.548,adj,σύντομος,exact,
572,344,φέτος,φέτος,в этом году,853,145.0,123.1,5.09,adv,φέτος,exact,
377,345,δημοτικός,δημοτικός,"муниципальный, начальный",867,142.0,3.6,3.558,adj,δημοτικός,exact,
524,346,επιπλέον,επιπλέον,"кроме того, дополнительно",869,141.7,141.7,5.151,adv,επιπλέον,exact,
271,347,η τεχνολογία,τεχνολογία,технология,877,141.0,46.1,4.664,noun,τεχνολογία,exact,
399,348,έτοιμος,έτοιμος,готовый,883,139.8,31.3,4.496,adj,έτοιμος,exact,
228,349,η σκέψη,σκέψη,"мысль, размышление",893,138.5,70.0,4.845,noun,σκέψη,exact,
637,350,ενημερώνω,ενημερώνω,"информировать, уведомлять",895,138.3,1.6,3.208,verb,ενημερώνω,exact,
281,351,το τραγούδι,τραγούδι,песня,898,137.3,49.5,4.694,noun,τραγούδι,exact,
636,352,ενδιαφέρομαι,ενδιαφέρομαι,интересоваться,907,135.6,0.0,1.327,verb,ενδιαφέρω,alias,
63,353,το κτίριο,κτίριο,здание,916,134.3,48.2,4.683,noun,κτίριο,exact,
236,354,ο σταθμός,σταθμός,"станция, вокзал",919,134.2,20.5,4.312,noun,σταθμός,exact,
417,355,καθημερινός,καθημερινός,"ежедневный, повседневный",920,134.0,1.4,3.154,adj,καθημερινός,exact,
252,356,η συνέντευξη,συνέντευξη,"интервью, собеседование",933,132.2,97.1,4.987,noun,συνέντευξη,exact,
268,357,η τετάρτη,τετάρτη,среда,944,130.6,112.2,5.05,noun,τετάρτη,exact,
438,358,μαύρος,μαύρος,чёрный,949,130.3,10.4,4.018,noun,μαύρος,exact,
246,359,ο συγγραφέας,συγγραφέας,писатель,964,126.9,50.4,4.702,noun,συγγραφέας,exact,
100,360,το μήνυμα,μήνυμα,сообщение,974,125.3,79.1,4.898,noun,μήνυμα,exact,
180,361,ο πίνακας,πίνακας,"картина, доска",978,124.9,20.5,4.312,noun,πίνακας,exact,
744,362,ρίχνω,ρίχνω,"бросать, кидать",1001,120.9,1.3,3.12,verb,ρίχνω,exact,
202,363,η προσφορά,προσφορά,"предложение, скидка",1004,120.7,68.2,4.834,noun,προσφορά,exact,
765,364,συμπληρώνω,συμπληρώνω,заполнять,1005,120.7,0.5,2.725,verb,συμπληρώνω,exact,
163,365,η παράσταση,παράσταση,"представление, спектакль",1017,118.8,59.0,4.771,noun,παράσταση,exact,
443,366,μισός,μισός,"половина, полу-",1026,117.7,3.9,3.592,adj,μισός,exact,
272,367,η τηλεόραση,τηλεόραση,телевизор,1051,113.2,77.3,4.888,noun,τηλεόραση,exact,
793,368,φτιάχνω,φτιάχνω,"делаю, готовлю, чиню",1059,112.7,1.3,3.12,verb,φτιάχνω,exact,
519,369,δυστυχώς,δυστυχώς,к сожалению,1060,112.7,112.7,5.052,adv,δυστυχώς,exact,
406,370,ηλεκτρονικός,ηλεκτρονικός,электронный,1064,111.9,3.2,3.506,adj,ηλεκτρονικός,exact,
136,371,ο οδηγός,οδηγός,"водитель, гид",1070,111.3,29.1,4.464,noun,οδηγός,exact,
326,372,η χρονιά,χρονιά,год,1074,110.8,75.2,4.876,noun,χρονιά,exact,
741,373,προτιμώ,προτιμώ,предпочитать,1077,109.7,6.9,3.839,verb,προτιμώ,exact,
331,374,το χωριό,χωριό,деревня,1078,109.5,57.0,4.756,noun,χωριό,exact,
546,375,νωρίς,νωρίς,рано,1081,109.3,50.7,4.705,adv,νωρίς,exact,
186,376,το πλοίο,πλοίο,корабль,1086,108.8,33.3,4.523,noun,πλοίο,exact,
716,377,περιγράφω,περιγράφω,описывать,1092,108.5,0.9,2.961,verb,περιγράφω,exact,
782,378,τρέχω,τρέχω,"бегать, бежать",1100,107.8,2.1,3.327,verb,τρέχω,exact,
801,379,χτυπάω,χτυπάω,"стучать, бить",1104,107.7,0.5,2.725,verb,χτυπάω,exact,
658,380,κάθομαι,κάθομαι,сидеть,1108,107.5,3.3,3.521,verb,κάθομαι,exact,
645,381,εργάζομαι,εργάζομαι,работать,1125,105.8,2.0,3.305,verb,εργάζομαι,exact,
105,382,η μνήμη,μνήμη,"память, воспоминание",1129,104.9,62.1,4.793,noun,μνήμη,exact,
107,383,το μουσείο,μουσείο,музей,1136,104.4,57.9,4.762,noun,μουσείο,exact,
561,384,προχθές,προχθές,позавчера,1137,104.4,101.9,5.008,adv,προχθές,exact,
530,385,καθόλου,καθόλου,"совсем, вовсе",1143,104.1,104.1,5.017,adv,καθόλου,exact,
317,386,η φωτογραφία,φωτογραφία,фотография,1145,103.9,43.0,4.633,noun,φωτογραφία,exact,
554,387,πέρυσι,πέρυσι,в прошлом году,1148,103.6,81.4,4.91,adv,πέρυσι,exact,
711,388,παρακαλώ,παρακαλώ,"пожалуйста, прошу",1151,102.9,77.0,4.886,verb,παρακαλώ,exact,
216,389,το Σάββατο,Σάββατο,суббота,1159,102.2,77.3,4.888,noun,σάββατο,exact,
467,390,πράσινος,πράσινος,зелёный,1183,99.9,2.4,3.384,adj,πράσινος,exact,
328,391,το χρώμα,χρώμα,цвет,1187,99.3,46.8,4.67,noun,χρώμα,exact,
25,392,ο καλλιτέχνης,καλλιτέχνης,"художник, артист",1191,98.7,17.2,4.236,noun,καλλιτέχνης,exact,
642,393,επισκέπτομαι,επισκέπτομαι,"посещать, навещать",1198,98.4,0.7,2.859,verb,επισκέπτομαι,exact,
221,394,η σελίδα,σελίδα,страница,1202,97.9,37.5,4.574,noun,σελίδα,exact,
720,395,πετάω,πετάω,"летать, бросать",1206,97.2,0.8,2.919,verb,πετάω,exact,
517,396,δίπλα,δίπλα,"рядом, около",1208,97.1,93.9,4.972,adv,δίπλα,exact,
647,397,ετοιμάζω,ετοιμάζω,"готовить, подготавливать",1219,96.2,0.8,2.919,verb,ετοιμάζω,exact,
26,398,το καλοκαίρι,καλοκαίρι,лето,1230,95.2,76.3,4.882,noun,καλοκαίρι,exact,
